date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:45:25	44056/44056	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:27:05%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_streetart&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit4200.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:25	6576/6576	---M-Z	200	added ('OK')	text/html	etag:%2230dc72834998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_webpage.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_webpage.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:26	25674/25674	---M--	200	added ('OK')	image/jpeg	etag:%226f81e6568bd11:0%22	https://www.w3schools.com/w3css/img_temp_webpage.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_webpage.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:26	47872/47872	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:31:16%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_webpage&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit650e.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:26	13268/13268	---M-Z	200	added ('OK')	text/html	etag:%22b0255b764998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_social.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_social.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:27	32357/32357	---M--	200	added ('OK')	image/jpeg	etag:%228b5dc8f18a8ad11:0%22	https://www.w3schools.com/w3css/img_temp_social.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_social.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:27	54561/54561	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:56:45%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_social&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitb992.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:27	11008/11008	---M-Z	200	added ('OK')	text/html	etag:%221fdea334998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_analytics.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_analytics.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:28	27428/27428	---M--	200	added ('OK')	image/jpeg	etag:%22d05017ee8a8ad11:0%22	https://www.w3schools.com/w3css/img_temp_analytics.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_analytics.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:28	52306/52306	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:12:05%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_analytics&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit96f4.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:28	10281/10281	---M-Z	200	added ('OK')	text/html	etag:%22ed771354998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_apartment_rental.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_apartment_rental.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:29	50276/50276	---M--	200	added ('OK')	image/jpeg	etag:%225ed6d0bbdd3bd21:0%22	https://www.w3schools.com/w3css/img_temp_apartment_rental.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_apartment_rental.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:29	51586/51586	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:59:20%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_apartment_rental&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit087b.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:29	12091/12091	---M-Z	200	added ('OK')	text/html	etag:%22c21f8c504998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_hotel.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_hotel.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:30	50661/50661	---M--	200	added ('OK')	image/jpeg	etag:%22581cbde0923ad21:0%22	https://www.w3schools.com/w3css/img_temp_hotel.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_hotel.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:30	54610/54610	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:59:55%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_hotel&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitbd28.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:30	8632/8632	---M-Z	200	added ('OK')	text/html	etag:%2284b95e824998d41:0+gzip%22	https://www.w3schools.com/w3css/tryw3css_templates_travel2.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_travel2.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:30	83811/83811	---M--	200	added ('OK')	image/jpeg	etag:%22515af4a8b20d21:0%22	https://www.w3schools.com/w3css/img_temp_travel2.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_travel2.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:31	49926/49926	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:02:40%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_travel2&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitfe4e.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:31	1689/1689	---M-Z	200	added ('OK')	text/html	etag:%221a31effd8a3d21:0%22	https://www.w3schools.com/w3css/tryw3css_templates_travel.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_travel.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:32	75802/75802	---M--	200	added ('OK')	image/jpeg	etag:%2245d33b32e4cad11:0%22	https://www.w3schools.com/w3css/img_temp_travel.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_travel.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:32	44211/44211	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:31:47%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_travel&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryita19f.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:32	2577/2577	---M-Z	200	added ('OK')	text/html	etag:%225937b1cbd8a3d21:0%22	https://www.w3schools.com/w3css/tryw3css_templates_design.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_design.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:33	27188/27188	---M--	200	added ('OK')	image/jpeg	etag:%223ab33d9699a0d11:0%22	https://www.w3schools.com/w3css/img_temp_design.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_design.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:33	43872/43872	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:56:33%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_design&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit9f8d.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:33	5603/5603	---M-Z	200	added ('OK')	text/html	etag:%229aba9ce9af4cd31:0%22	https://www.w3schools.com/w3css/tryw3css_templates_fifty.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_fifty.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:34	16869/16869	---M--	200	added ('OK')	image/jpeg	etag:%22519386b65f95d11:0%22	https://www.w3schools.com/w3css/img_temp_fifty.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_fifty.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:34	46897/46897	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:59:49%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_fifty&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit9d58.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:34	9729/9729	---M-Z	200	added ('OK')	text/html	etag:%22cfa34d564998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_mail.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_mail.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:35	78572/78572	---M--	200	added ('OK')	image/jpeg	etag:%2247fb8011cbf3d11:0%22	https://www.w3schools.com/w3css/img_temp_mail.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_mail.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:35	51022/51022	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:49:09%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_mail&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit913d.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:35	19433/19433	---M-Z	200	added ('OK')	text/html	etag:%22703e33404998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_black.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_black.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:36	23477/23477	---M--	200	added ('OK')	image/jpeg	etag:%2234491180568ad11:0%22	https://www.w3schools.com/w3css/img_temp_demosite.jpg	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/img_temp_demosite.jpg	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:36	19353/19353	---M-Z	200	added ('OK')	text/html	etag:%22c9a9c6724998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_red.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_red.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:36	19372/19372	---M-Z	200	added ('OK')	text/html	etag:%22d1ae63804998d41:0%22	https://www.w3schools.com/w3css/tryw3css_templates_teal.htm	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryw3css_templates_teal.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:37	60727/60727	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:49:07%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_templates_black&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit238b.html	(from https://www.w3schools.com/w3css/w3css_templates.asp)
22:45:37	7635/7635	---M-Z	200	added ('OK')	text/css	etag:%222fa3a96762d31:0%22	https://www.w3schools.com/w3css/4/w3colors.css	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/4/w3colors.css	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:37	41956/41956	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:39:25%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_container	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitc441.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:38	41664/41664	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:33:01%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_header	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitdd91.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:38	41780/41780	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:05:43%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_footer	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit47b0.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:38	42979/42979	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:07:51%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_panel	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit817a.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:39	41728/41728	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:39:26%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_panel_note	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit4196.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:39	41743/41743	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2005:05:43%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_panel_quote	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit8588.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:39	41721/41721	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:39:27%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_badges	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit216c.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:40	41723/41723	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:39:27%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_tags	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryite5fe.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:40	42399/42399	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:39:13%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_ul	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit8e80.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:40	43139/43139	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:33:16%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_display-position	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit4bb5.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:40	41869/41869	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:40:40%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_block	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit6e91.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:41	42817/42817	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:16:06%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_code_container	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit86cf.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:41	41817/41817	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:39:15%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_codespan	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryita6f3.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:41	42162/42162	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2003:33:34%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_content&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit6338.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:42	41995/41995	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2006:39:29%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_auto&stacked=h	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryitcd68.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
22:45:42	42416/42416	---M-Z	200	added ('OK')	text/html	date:Wed,%2022%20Jan%202020%2004:40:51%20GMT	https://www.w3schools.com/w3css/tryit.asp?filename=tryw3css_ref_stretch	C:/Users/Oday/Desktop/jahiz2/www.w3schools.com/w3css/tryit01e3.html	(from https://www.w3schools.com/w3css/w3css_references.asp)
